time,P,G(i),H_sun,T2m,WS10m,Int
20231019:1910,0,0,0,20.72,6.97,0
20231019:2010,0,0,0,20.91,6.69,0
20231019:2110,0,0,0,20.83,6.48,0
20231019:2210,0,0,0,20.8,6.07,0
20231019:2310,0,0,0,20.87,5.93,0
20231020:0010,0,0,0,20.68,5.79,0
20231020:0110,0,0,0,20.57,6,0
20231020:0210,0,0,0,20.44,6.28,0
20231020:0310,0,0,0,20.33,6.62,0
20231020:0410,0,0,0,20.37,7.03,0
20231020:0510,0,0,0,20.4,7.17,0
20231020:0610,824100,399.96,8.32,20.59,7.52,0
20231020:0710,424800,218.14,17.78,21.26,6.62,0
20231020:0810,1641725,809.33,25.9,22,7.66,0
20231020:0910,525175,267.91,32.01,22.66,9.03,0
20231020:1010,181550,106.08,35.37,23.16,9.52,0
20231020:1110,688400,345.69,35.43,23.44,9.45,0
20231020:1210,883550,437.26,32.18,23.38,9.38,0
20231020:1310,296575,161.13,26.15,23.38,9.24,0
20231020:1410,56075,42.27,18.09,23.33,8.76,0
20231020:1510,15475,18.23,8.66,23.16,8.97,0
20231020:1610,0,0,0,22.85,8.34,0
20231020:1710,0,0,0,22.73,8.14,0
20231020:1810,0,0,0,22.73,8.14,0
20231020:1910,0,0,0,23.1,8,0
20231020:2010,0,0,0,23.16,8.14,0
20231020:2110,0,0,0,23.18,7.72,0
20231020:2210,0,0,0,23.07,7.17,0
20231020:2310,0,0,0,22.59,5.31,0
20231021:0010,0,0,0,21.9,3.24,0
20231021:0110,0,0,0,21.19,2.14,0
20231021:0210,0,0,0,20.14,2.41,0
20231021:0310,0,0,0,20.13,3.59,0
20231021:0410,0,0,0,20.13,4.9,0
20231021:0510,0,0,0,20.34,5.1,0
20231021:0610,775,6.63,8.08,20.4,5.38,0
20231021:0710,58425,43.09,17.52,20.51,5.59,0
20231021:0810,51050,38.95,25.61,19.75,7.52,0
20231021:0910,115075,72.1,31.69,19.59,6.48,0
20231021:1010,98400,63.81,35.02,19.97,6.55,0
20231021:1110,64875,46.41,35.07,19.78,7.24,0
20231021:1210,48100,37.29,31.83,19.41,6.14,0
20231021:1310,285075,153.5,25.82,19.1,4.48,0
20231021:1410,60325,43.92,17.78,19.11,2.83,0
20231021:1510,6475,11.6,8.38,19.14,3.79,0
20231021:1610,0,0,0,18.55,6.41,0
20231021:1710,0,0,0,18.39,4.9,0
20231021:1810,0,0,0,18.2,2.28,0
20231021:1910,0,0,0,18.41,2.69,0
20231021:2010,0,0,0,17.64,1.66,0
20231021:2110,0,0,0,17.55,0.55,0
20231021:2210,0,0,0,16.44,1.03,0
20231021:2310,0,0,0,16.67,1.79,0
20231022:0010,0,0,0,16.86,1.86,0
20231022:0110,0,0,0,16.77,1.79,0
20231022:0210,0,0,0,16.52,1.86,0
20231022:0310,0,0,0,16.16,2.07,0
20231022:0410,0,0,0,15.88,1.79,0
20231022:0510,0,0,0,15.75,1.93,0
20231022:0610,3525,9.12,7.84,15.74,1.93,0
20231022:0710,33650,29.01,17.25,17.78,1.17,0
20231022:0810,136500,82.87,25.31,18.97,1.1,0
20231022:0910,1879200,989.38,31.36,19.37,1.45,0
20231022:1010,977450,493.2,34.67,20.09,1.24,0
20231022:1110,759675,385.04,34.71,20.07,0.9,0
20231022:1210,233000,130.94,31.48,20.62,0.76,0
20231022:1310,745200,377.18,25.5,20.72,0.9,0
20231022:1410,879900,439.84,17.48,20.52,1.52,0
20231022:1510,538175,270.23,8.09,19.85,1.93,0
20231022:1610,0,0,0,19.24,2,0
20231022:1710,0,0,0,18.63,2.21,0
20231022:1810,0,0,0,18.16,2.41,0
20231022:1910,0,0,0,18.37,2.07,0
20231022:2010,0,0,0,17.8,2.07,0
20231022:2110,0,0,0,17.3,2.14,0
20231022:2210,0,0,0,16.97,2.14,0
20231022:2310,0,0,0,16.5,2.14,0
20231023:0010,0,0,0,16.28,2,0
20231023:0110,0,0,0,15.79,1.79,0
20231023:0210,0,0,0,15.6,1.72,0
20231023:0310,0,0,0,15.29,2.07,0
20231023:0410,0,0,0,15.51,2.34,0
20231023:0510,0,0,0,15.81,2.55,0
20231023:0610,213375,116.39,7.6,16.24,2.48,0
20231023:0710,180650,103.07,16.99,16.97,1.59,0
20231023:0810,156925,92.82,25.02,18.85,1.72,0
20231023:0910,80550,54.7,31.04,19.54,1.72,0
20231023:1010,339025,181,34.32,20.18,2.14,0
20231023:1110,1797850,932.39,34.36,19.92,2.07,0
20231023:1210,391975,206.15,31.14,20.06,1.45,0
20231023:1310,1011725,510.38,25.17,20.32,1.03,0
20231023:1410,1170925,591.3,17.18,20.29,1.1,0
20231023:1510,565475,284.28,7.81,20,1.24,0
20231023:1610,0,0,0,19.42,1.59,0
20231023:1710,0,0,0,18.63,2.07,0
20231023:1810,0,0,0,18.19,2.41,0
20231023:1910,0,0,0,18.07,2.41,0
20231023:2010,0,0,0,17.87,2.48,0
20231023:2110,0,0,0,17.61,2.41,0
20231023:2210,0,0,0,17.64,2.55,0
20231023:2310,0,0,0,17.51,2.83,0
20231024:0010,0,0,0,17.42,2.97,0
20231024:0110,0,0,0,17.37,2.83,0
20231024:0210,0,0,0,17.23,2.83,0
20231024:0310,0,0,0,17.08,3.03,0
20231024:0410,0,0,0,17.06,3.17,0
20231024:0510,0,0,0,17.04,3.45,0
20231024:0610,333550,171.62,7.35,17.1,3.72,0
20231024:0710,1311300,637.39,16.72,18.04,4.48,0
20231024:0810,1491250,730.65,24.73,19.17,5.38,0
20231024:0910,1726500,851.19,30.71,20.25,6.76,0
20231024:1010,1453800,711.86,33.98,20.7,7.45,0
20231024:1110,1697575,835.89,34.01,21.05,7.79,0
20231024:1210,270850,148.06,30.8,21.24,7.59,0
20231024:1310,83350,56.35,24.85,21.13,7.86,0
20231024:1410,53775,40.61,16.88,20.81,7.24,0
20231024:1510,13275,16.57,7.53,20.31,7.66,0
20231024:1610,0,0,0,19.95,8.21,0
20231024:1710,0,0,0,19.74,8.41,0
20231024:1810,0,0,0,19.54,8.69,0
20231024:1910,0,0,0,18.82,7.1,0
20231024:2010,0,0,0,18.91,7.38,0
20231024:2110,0,0,0,19.15,5.72,0
20231024:2210,0,0,0,19.35,4.28,0
20231024:2310,0,0,0,19.15,3.52,0
20231025:0010,0,0,0,19.23,3.38,0
20231025:0110,0,0,0,18.85,3.38,0
20231025:0210,0,0,0,18.53,2.62,0
20231025:0310,0,0,0,17.79,1.86,0
20231025:0410,0,0,0,16.74,1.24,0
20231025:0510,0,0,0,17.97,0.62,0
20231025:0610,527325,263.84,7.11,17.51,0.62,0
20231025:0710,1125625,557.68,16.46,17.49,1.31,0
20231025:0810,428350,221.98,24.43,19.47,1.31,0
20231025:0910,470475,243.62,30.39,19.88,0.97,0
20231025:1010,1806300,938.6,33.63,20.18,2.07,0
20231025:1110,1104725,550.04,33.66,20.33,3.1,0
20231025:1210,1469125,738.59,30.46,19.95,2.9,0
20231025:1310,1426525,715.97,24.54,20.53,2.97,0
20231025:1410,453750,232.35,16.59,20.58,2.9,0
20231025:1510,593075,295.68,7.26,19.99,2.34,0
20231025:1610,0,0,0,19.34,2.34,0
20231025:1710,0,0,0,18.62,2.41,0
20231025:1810,0,0,0,18.29,2.28,0
20231025:1910,0,0,0,18.7,0.34,0
20231025:2010,0,0,0,17.89,0.62,0
20231025:2110,0,0,0,15.44,1.59,0
20231025:2210,0,0,0,15.46,2.14,0
20231025:2310,0,0,0,15.66,2.28,0
20231026:0010,0,0,0,15.94,2.41,0
20231026:0110,0,0,0,16.29,2.28,0
20231026:0210,0,0,0,16.47,1.79,0
20231026:0310,0,0,0,16.15,1.24,0
20231026:0410,0,0,0,16.17,1.03,0
20231026:0510,0,0,0,16.14,1.03,0
20231026:0610,134800,79.54,6.87,15.83,1.24,0
20231026:0710,523800,262.02,16.19,17.2,1.86,0
20231026:0810,169400,98.62,24.14,18.08,1.59,0
20231026:0910,597550,301.19,30.07,18.96,2.21,0
20231026:1010,853725,423.61,33.29,19.23,2.97,0
20231026:1110,463875,238.2,33.31,18.96,2.83,0
20231026:1210,69525,48.9,30.13,19.43,2,0
20231026:1310,146125,87.85,24.23,19.81,1.86,0
20231026:1410,37600,31.49,16.3,19.84,2.28,0
20231026:1510,49300,37.7,6.99,19.37,2.83,0
20231026:1610,0,0,0,18.67,3.79,0
20231026:1710,0,0,0,18.31,4.28,0
20231026:1810,0,0,0,18.3,4.69,0
20231026:1910,0,0,0,18.75,4.62,0
20231026:2010,0,0,0,18.55,5.1,0
20231026:2110,0,0,0,18.63,5.72,0
20231026:2210,0,0,0,18.76,5.93,0
20231026:2310,0,0,0,18.75,5.93,0
20231027:0010,0,0,0,18.45,5.59,0
20231027:0110,0,0,0,18.46,5.52,0
20231027:0210,0,0,0,18.47,5.66,0
20231027:0310,0,0,0,18.46,6.14,0
20231027:0410,0,0,0,18.47,6.69,0
20231027:0510,0,0,0,18.71,6.97,0
20231027:0610,5425,10.77,6.63,18.9,7.45,0
20231027:0710,39275,32.32,15.93,19.1,7.03,0
20231027:0810,55750,41.44,23.85,19.24,7.45,0
20231027:0910,115000,72.1,29.75,19.8,7.31,0
20231027:1010,72525,50.55,32.96,20.22,5.52,0
20231027:1110,50625,38.95,32.97,21.1,4.69,0
20231027:1210,86200,58.01,29.8,21.65,4.55,0
20231027:1310,99150,64.64,23.92,21.6,5.66,0
20231027:1410,256300,140.4,16.02,21.52,4.14,0
20231027:1510,425325,217.79,6.73,21.24,2.83,0
20231027:1610,0,0,0,19.99,1.17,0
20231027:1710,0,0,0,20.41,0.55,0
20231027:1810,0,0,0,19.81,0.34,0
20231027:1910,0,0,0,18.97,0.97,0
20231027:2010,0,0,0,17.08,2.21,0
20231027:2110,0,0,0,16.68,2,0
20231027:2210,0,0,0,16.98,1.45,0
20231027:2310,0,0,0,17.85,1.03,0
20231028:0010,0,0,0,17.32,1.17,0
20231028:0110,0,0,0,16.6,1.45,0
20231028:0210,0,0,0,15.42,2.07,0
20231028:0310,0,0,0,15.56,2.55,0
20231028:0410,0,0,0,15.14,2.34,0
20231028:0510,0,0,0,15.14,1.38,0
20231028:0610,624625,308.83,6.39,16.66,0.55,0
20231028:0710,1392750,689.15,15.66,15.42,1.52,0
20231028:0810,1587100,807.21,23.56,17.79,1.52,0
20231028:0910,438850,227.47,29.44,19.29,1.38,0
20231028:1010,511100,262.4,32.62,19.7,1.59,0
20231028:1110,1644150,844.93,32.64,19.92,2,0
20231028:1210,641700,323.49,29.48,20.08,2.41,0
20231028:1310,1497775,757.62,23.62,20.2,2.41,0
20231028:1410,803650,399.27,15.74,19.97,2,0
20231028:1510,441300,224.4,6.47,19.57,1.72,0
20231028:1610,0,0,0,18.72,2.34,0
20231028:1710,0,0,0,17.82,2.41,0
20231028:1810,0,0,0,17.18,2.48,0
20231028:1910,0,0,0,16.58,3.03,0
20231028:2010,0,0,0,16.3,2.62,0
20231028:2110,0,0,0,15.97,2.41,0
20231028:2210,0,0,0,15.81,2.55,0
20231028:2310,0,0,0,15.9,2.34,0
20231029:0010,0,0,0,15.75,2.28,0
20231029:0110,0,0,0,15.1,2.07,0
20231029:0210,0,0,0,14.3,1.79,0
20231029:0310,0,0,0,13.91,2,0
20231029:0410,0,0,0,13.85,2.28,0
20231029:0510,0,0,0,14.21,2.62,0
20231029:0610,572000,278.01,6.14,14.52,2.76,0
20231029:0710,1352925,663.95,15.4,15.42,2,0
20231029:0810,1693025,856.22,23.27,17.72,2.28,0
20231029:0910,1753775,889.74,29.12,18.92,2.9,0
20231029:1010,1799325,905.31,32.29,19.61,4.21,0
20231029:1110,711650,355.09,32.3,20.25,4.28,0
20231029:1210,1787850,900.63,29.16,20.23,4.28,0
20231029:1310,1657375,828.53,23.32,20.28,4.28,0
20231029:1410,1182225,580.52,15.46,20.21,4.14,0
20231029:1510,90300,58.72,6.21,19.64,3.79,0
20231029:1610,0,0,0,18.72,3.86,0
20231029:1710,0,0,0,18.04,3.86,0
20231029:1810,0,0,0,17.58,3.86,0
20231029:1910,0,0,0,17.12,4.07,0
20231029:2010,0,0,0,16.89,4,0
20231029:2110,0,0,0,16.69,4.07,0
20231029:2210,0,0,0,16.5,4.14,0
20231029:2310,0,0,0,16.4,4.34,0
20231030:0010,0,0,0,16.35,4.41,0
20231030:0110,0,0,0,16.3,4.41,0
20231030:0210,0,0,0,16.32,4.62,0
20231030:0310,0,0,0,16.44,4.97,0
20231030:0410,0,0,0,16.63,5.24,0
20231030:0510,0,0,0,16.78,5.45,0
20231030:0610,141325,82.59,5.9,17.02,5.59,0
20231030:0710,191900,108.1,15.14,17.96,5.72,0
20231030:0810,753350,369.69,22.98,19.15,5.38,0
20231030:0910,949350,464.08,28.81,20,6.41,0
20231030:1010,1648950,811.78,31.96,20.57,7.03,0
20231030:1110,1542675,757.93,31.97,20.97,7.31,0
20231030:1210,1060650,518.61,28.84,21.09,7.38,0
20231030:1310,887550,434.28,23.03,20.99,7.38,0
20231030:1410,613100,303.82,15.19,20.73,7.17,0
20231030:1510,512575,254.74,5.96,20.1,7.38,0
20231030:1610,0,0,0,19.43,7.31,0
20231030:1710,0,0,0,19.13,7.38,0
20231030:1810,0,0,0,19,7.72,0
20231030:1910,0,0,0,19.2,8.34,0
20231030:2010,0,0,0,19.17,8.55,0
20231030:2110,0,0,0,19.15,8.69,0
20231030:2210,0,0,0,19.02,9.17,0
20231030:2310,0,0,0,18.98,9.72,0
20231031:0010,0,0,0,18.7,9.38,0
20231031:0110,0,0,0,18.68,9.17,0
20231031:0210,0,0,0,18.6,9.45,0
20231031:0310,0,0,0,18.51,9.31,0
20231031:0410,0,0,0,18.48,8.97,0
20231031:0510,0,0,0,18.5,8.62,0
20231031:0610,17225,19.06,5.66,18.37,8.41,0
20231031:0710,215600,119.55,14.88,19.37,9.24,0
20231031:0810,1055400,509.93,22.7,19.9,8.62,0
20231031:0910,338250,178.93,28.5,20.32,7.17,0
20231031:1010,1943300,975.76,31.64,20.46,5.59,0
20231031:1110,1957200,983.47,31.65,21.02,5.93,0
20231031:1210,1838775,926.7,28.53,21.4,5.1,0
20231031:1310,1609475,803.16,22.74,20.86,4.55,0
20231031:1410,1243425,614.93,14.93,20.89,3.72,0
20231031:1510,112700,69.91,5.72,20.42,3.31,0
20231031:1610,0,0,0,19.59,3.17,0
20231031:1710,0,0,0,18.98,4,0
20231031:1810,0,0,0,18.32,4.62,0
20231031:1910,0,0,0,17.79,4.14,0
20231031:2010,0,0,0,17.4,3.79,0
20231031:2110,0,0,0,16.87,2.97,0
20231031:2210,0,0,0,16.21,2.34,0
20231031:2310,0,0,0,15.3,1.86,0
20231101:0010,0,0,0,14.28,1.66,0
20231101:0110,0,0,0,13.42,1.59,0
20231101:0210,0,0,0,12.44,1.59,0
20231101:0310,0,0,0,11.53,1.45,0
20231101:0410,0,0,0,10.95,1.38,0
20231101:0510,0,0,0,10.65,1.45,0
20231101:0610,353075,176.03,5.42,10.71,1.66,0
20231101:0710,891525,429.7,14.61,12.9,1.31,0
20231101:0810,1285350,637.78,22.41,15.94,1.31,0
20231101:0910,1652525,844.53,28.19,17.57,1.52,0
20231101:1010,1785200,923.43,31.32,18.56,1.72,0
20231101:1110,1650850,844.38,31.33,19.05,2,0
20231101:1210,930400,461.65,28.22,19.14,2.34,0
20231101:1310,427875,219.96,22.45,18.79,2.41,0
20231101:1410,143750,85.71,14.67,18.41,2,0
20231101:1510,117500,71.67,5.48,17.94,1.38,0
20231101:1610,0,0,0,17.2,1.52,0
20231101:1710,0,0,0,16.05,1.45,0
20231101:1810,0,0,0,15.06,0.62,0
20231101:1910,0,0,0,15.36,1.86,0
20231101:2010,0,0,0,15.25,2.34,0
20231101:2110,0,0,0,14.99,2.07,0
20231101:2210,0,0,0,14.3,1.1,0
20231101:2310,0,0,0,14.41,0.28,0
20231102:0010,0,0,0,13.3,0.9,0
20231102:0110,0,0,0,13.1,1.59,0
20231102:0210,0,0,0,13.09,2.62,0
20231102:0310,0,0,0,13.31,2.9,0
20231102:0410,0,0,0,13.58,3.17,0
20231102:0510,0,0,0,13.7,3.45,0
20231102:0610,483025,235.66,5.18,13.67,3.59,0
20231102:0710,1459075,712.81,14.35,14.13,2.21,0
20231102:0810,1747750,865.68,22.13,15.47,3.1,0
20231102:0910,1038875,502.82,27.89,16.58,4.34,0
20231102:1010,1432575,697.68,31,17.46,5.1,0
20231102:1110,454475,231.07,31.01,18.01,6,0
20231102:1210,531225,265.37,27.92,18.02,6.97,0
20231102:1310,1332100,639.44,22.17,17.92,7.52,0
20231102:1410,176075,100.47,14.41,17.85,7.72,0
20231102:1510,17275,19.06,5.24,17.73,8,0
20231102:1610,0,0,0,17.61,8.28,0
20231102:1710,0,0,0,17.29,8.41,0
20231102:1810,0,0,0,17.35,8.83,0
20231102:1910,0,0,0,17.94,9.45,0
20231102:2010,0,0,0,18.11,9.59,0
20231102:2110,0,0,0,18.41,9.52,0
20231102:2210,0,0,0,18.81,9.52,0
20231102:2310,0,0,0,18.99,9.86,0
20231103:0010,0,0,0,19.07,10.21,0
20231103:0110,0,0,0,19.23,10.48,0
20231103:0210,0,0,0,19.15,10.62,0
20231103:0310,0,0,0,18.98,10.69,0
20231103:0410,0,0,0,18.15,10.97,0
20231103:0510,0,0,0,17.98,11.17,0
20231103:0610,825,6.63,4.94,17.33,10.97,0
20231103:0710,22600,22.38,14.1,17.39,8.76,0
20231103:0810,134750,81.22,21.85,17.65,6.55,0
20231103:0910,753225,366.34,27.59,17.77,7.72,0
20231103:1010,455450,230.7,30.68,17.62,7.31,0
20231103:1110,1919525,937.65,30.7,18.18,7.66,0
20231103:1210,1930750,942.31,27.62,18.02,7.59,0
20231103:1310,1693775,819.96,21.9,17.71,7.1,0
20231103:1410,1167925,559.43,14.16,17.51,6.34,0
20231103:1510,1675,7.46,5.01,17.27,4.83,0
20231103:1610,0,0,0,16.6,3.86,0
20231103:1710,0,0,0,15.92,2.97,0
20231103:1810,0,0,0,15.25,2.48,0
20231103:1910,0,0,0,13.61,2.28,0
20231103:2010,0,0,0,12.6,3.03,0
20231103:2110,0,0,0,12.21,4.14,0
20231103:2210,0,0,0,12.19,4.07,0
20231103:2310,0,0,0,12.38,1.79,0
20231104:0010,0,0,0,11.92,0.76,0
20231104:0110,0,0,0,11.45,2.07,0
20231104:0210,0,0,0,11.71,2.76,0
20231104:0310,0,0,0,11.68,2.28,0
20231104:0410,0,0,0,11.6,1.45,0
20231104:0510,0,0,0,11.16,0.76,0
20231104:0610,455250,222.67,4.7,10.91,0.48,0
20231104:0710,1482600,735.5,13.84,11.82,0.55,0
20231104:0810,196700,109.18,21.57,12.97,2,0
20231104:0910,803300,389.71,27.29,13.13,1.72,0
20231104:1010,94100,60.5,30.37,14.51,1.03,0
20231104:1110,227575,125.14,30.39,15.43,2.14,0
20231104:1210,1979275,994.44,27.33,15.6,3.24,0
20231104:1310,847825,409.7,21.63,15.64,3.79,0
20231104:1410,1340750,648.43,13.91,15.16,3.24,0
20231104:1510,287125,148.77,4.79,15,2.62,0
20231104:1610,0,0,0,14.48,2.14,0
20231104:1710,0,0,0,13.75,2.07,0
20231104:1810,0,0,0,13.37,2.83,0
20231104:1910,0,0,0,13.44,3.52,0
20231104:2010,0,0,0,13.57,4.41,0
20231104:2110,0,0,0,14.12,5.45,0
20231104:2210,0,0,0,14.77,6.07,0
20231104:2310,0,0,0,15.44,6.14,0
20231105:0010,0,0,0,15.57,6.69,0
20231105:0110,0,0,0,15.77,7.66,0
20231105:0210,0,0,0,16.01,8.28,0
20231105:0310,0,0,0,16.11,9.03,0
20231105:0410,0,0,0,15.93,9.79,0
20231105:0510,0,0,0,16.27,10,0
20231105:0610,4500,9.94,4.46,16.76,9.86,0
20231105:0710,21300,21.55,13.58,17.08,10.14,0
20231105:0810,26725,24.86,21.29,17.33,9.17,0
20231105:0910,39600,32.32,26.99,17.56,7.1,0
20231105:1010,166475,96.96,30.07,18.49,5.72,0
20231105:1110,1871400,933,30.08,19.48,5.38,0
20231105:1210,1880625,937.98,27.04,19.94,5.59,0
20231105:1310,1627900,804.27,21.36,20.1,5.38,0
20231105:1410,1243800,606.55,13.67,18.93,4.28,0
20231105:1510,236100,127.14,4.57,18.63,4.62,0
20231105:1610,0,0,0,18.02,4.62,0
20231105:1710,0,0,0,17.75,5.1,0
20231105:1810,0,0,0,17.54,5.17,0
20231105:1910,0,0,0,17.46,4.14,0
20231105:2010,0,0,0,17.09,4.69,0
20231105:2110,0,0,0,16.73,4.28,0
20231105:2210,0,0,0,16.41,3.59,0
20231105:2310,0,0,0,16.11,3.03,0
20231106:0010,0,0,0,15.87,2.76,0
20231106:0110,0,0,0,15.59,2.41,0
20231106:0210,0,0,0,15.24,2.28,0
20231106:0310,0,0,0,15.07,2.34,0
20231106:0410,0,0,0,15,2.21,0
20231106:0510,0,0,0,14.34,1.72,0
20231106:0610,274125,142.86,4.23,14.56,1.1,0
20231106:0710,1070625,528.65,13.33,14.78,0.28,0
20231106:0810,999500,494.38,21.02,16.31,0.83,0
20231106:0910,1747525,895.76,26.7,17.64,1.72,0
20231106:1010,1800125,914.97,29.76,18.54,2.83,0
20231106:1110,1889900,960.43,29.78,18.93,3.38,0
20231106:1210,1648275,826.2,26.76,18.94,3.38,0
20231106:1310,1472875,733.61,21.1,18.98,3.03,0
20231106:1410,1341825,664.6,13.44,18.63,2.55,0
20231106:1510,685250,334.88,4.35,17.94,2.48,0
20231106:1610,0,0,0,16.94,3.03,0
20231106:1710,0,0,0,16.33,3.38,0
20231106:1810,0,0,0,16.14,3.24,0
20231106:1910,0,0,0,16.01,1.86,0
20231106:2010,0,0,0,15.32,1.59,0
20231106:2110,0,0,0,15.35,0.97,0
20231106:2210,0,0,0,15.67,0.28,0
20231106:2310,0,0,0,13.65,1.03,0
20231107:0010,0,0,0,12.25,1.45,0
20231107:0110,0,0,0,12.52,1.93,0
20231107:0210,0,0,0,12.94,2.34,0
20231107:0310,0,0,0,13.75,2.62,0
20231107:0410,0,0,0,13.96,3.03,0
20231107:0510,0,0,0,14.34,3.24,0
20231107:0610,126775,74.62,3.99,14.61,3.31,0
20231107:0710,79100,53.04,13.07,15.37,2.34,0
20231107:0810,412100,210.37,20.74,16.32,1.86,0
20231107:0910,525175,264.36,26.41,17,2,0
20231107:1010,527075,265.23,29.46,17.12,2.69,0
20231107:1110,73775,50.55,29.49,16.78,3.45,0
20231107:1210,45750,35.64,26.48,16.68,4.41,0
20231107:1310,50350,38.12,20.85,16.49,4.41,0
20231107:1410,32550,28.18,13.21,16.22,4.55,0
20231107:1510,7725,12.43,4.14,15.92,3.72,0
20231107:1610,0,0,0,15.53,3.31,0
20231107:1710,0,0,0,15.25,2.83,0
20231107:1810,0,0,0,15.01,2.41,0
20231107:1910,0,0,0,14.27,2,0
20231107:2010,0,0,0,14,2.48,0
20231107:2110,0,0,0,13.5,2.55,0
20231107:2210,0,0,0,13.26,2.41,0
20231107:2310,0,0,0,12.75,1.86,0
20231108:0010,0,0,0,12.39,1.52,0
20231108:0110,0,0,0,11.79,1.45,0
20231108:0210,0,0,0,11.03,1.31,0
20231108:0310,0,0,0,10.47,1.38,0
20231108:0410,0,0,0,10.32,1.59,0
20231108:0510,0,0,0,10.13,1.66,0
20231108:0610,169575,92.92,3.76,9.91,1.72,0
20231108:0710,1417450,686.14,12.82,11.46,1.66,0
20231108:0810,1743900,874.24,20.47,13.26,1.52,0
20231108:0910,1855200,948.1,26.12,14.65,1.45,0
20231108:1010,1921650,985.14,29.17,15.66,1.86,0
20231108:1110,1875825,952.49,29.2,16.52,2.48,0
20231108:1210,1636600,815.71,26.21,16.75,2.83,0
20231108:1310,1706250,848.37,20.6,16.6,3.1,0
20231108:1410,1315300,639.37,12.98,16.26,3.17,0
20231108:1510,385125,193.16,3.94,15.52,2.9,0
20231108:1610,0,0,0,14.49,2.97,0
20231108:1710,0,0,0,13.79,2.97,0
20231108:1810,0,0,0,13.27,2.69,0
20231108:1910,0,0,0,12.64,2.14,0
20231108:2010,0,0,0,11.81,1.79,0
20231108:2110,0,0,0,10.8,1.66,0
20231108:2210,0,0,0,10.01,1.66,0
20231108:2310,0,0,0,9.34,1.66,0
20231109:0010,0,0,0,8.79,1.66,0
20231109:0110,0,0,0,8.33,1.59,0
20231109:0210,0,0,0,8.08,1.66,0
20231109:0310,0,0,0,8.01,1.66,0
20231109:0410,0,0,0,8.06,1.66,0
20231109:0510,0,0,0,7.83,1.66,0
20231109:0610,250200,127.97,3.53,7.8,1.59,0
20231109:0710,678375,322.91,12.57,9.57,1.59,0
20231109:0810,1696725,840.84,20.2,12,1.59,0
20231109:0910,1859275,937.82,25.84,14.2,2,0
20231109:1010,1915450,967.63,28.88,15.34,2.55,0
20231109:1110,709975,348.14,28.91,15.81,3.1,0
20231109:1210,1074725,520.82,25.94,15.89,3.45,0
20231109:1310,1396650,680.07,20.36,15.92,3.45,0
20231109:1410,979350,472.41,12.76,15.62,2.9,0
20231109:1510,364075,183.25,3.74,15,2.55,0
20231109:1610,0,0,0,14.07,2.83,0
20231109:1710,0,0,0,13.48,3.31,0
20231109:1810,0,0,0,13.1,3.66,0
20231109:1910,0,0,0,13.61,3.93,0
20231109:2010,0,0,0,13.58,4.28,0
20231109:2110,0,0,0,13.65,4.48,0
20231109:2210,0,0,0,13.45,4.34,0
20231109:2310,0,0,0,13.42,4.21,0
20231110:0010,0,0,0,13.25,4.21,0
20231110:0110,0,0,0,13.14,4.48,0
20231110:0210,0,0,0,13,4.62,0
20231110:0310,0,0,0,13.06,4.48,0
20231110:0410,0,0,0,13.12,4.28,0
20231110:0510,0,0,0,13.4,4.14,0
20231110:0610,0,2.49,3.29,13.43,4.34,0
20231110:0710,62225,43.92,12.32,13.21,2.9,0
20231110:0810,213100,116.69,19.94,13.56,3.59,0
20231110:0910,166625,95.31,25.56,13.69,3.52,0
20231110:1010,149300,87.02,28.59,13.68,3.86,0
20231110:1110,299100,156.82,28.63,13.68,3.86,0
20231110:1210,111250,68.79,25.68,14.23,3.86,0
20231110:1310,55750,40.61,20.12,13.82,3.93,0
20231110:1410,46425,35.64,12.55,13.8,3.59,0
20231110:1510,5625,10.77,3.55,14.02,2.76,0
20231110:1610,0,0,0,13.8,2.34,0
20231110:1710,0,0,0,13.22,2.76,0
20231110:1810,0,0,0,13.22,1.72,0
20231110:1910,0,0,0,11.41,1.17,0
20231110:2010,0,0,0,10.78,1.72,0
20231110:2110,0,0,0,10.78,1.72,0
20231110:2210,0,0,0,10.54,2.21,0
20231110:2310,0,0,0,10.6,2.62,0
20231111:0010,0,0,0,11.02,3.17,0
20231111:0110,0,0,0,11.12,3.38,0
20231111:0210,0,0,0,10.86,2.62,0
20231111:0310,0,0,0,10.2,2.62,0
20231111:0410,0,0,0,9.93,2.07,0
20231111:0510,0,0,0,9.98,2.62,0
20231111:0610,0,3.31,3.06,9.71,3.38,0
20231111:0710,164600,92.06,12.08,10.11,4.14,0
20231111:0810,236000,125.54,19.68,10.71,5.24,0
20231111:0910,2026475,984.97,25.28,11.79,4.48,0
20231111:1010,1993575,965.37,28.31,12.65,5.24,0
20231111:1110,1479200,708.41,28.36,12.88,4.34,0
20231111:1210,700925,338.25,25.42,13.03,3.59,0
20231111:1310,1728400,848.44,19.88,13,2.69,0
20231111:1410,1310375,634.12,12.34,12.92,1.86,0
20231111:1510,285750,146.5,3.36,12.53,1.38,0
20231111:1610,0,0,0,11.37,1.38,0
20231111:1710,0,0,0,10.23,1.59,0
20231111:1810,0,0,0,9.71,1.93,0
20231111:1910,0,0,0,9.58,1.86,0
20231111:2010,0,0,0,9.24,1.93,0
20231111:2110,0,0,0,8.68,1.66,0
20231111:2210,0,0,0,8.53,1.38,0
20231111:2310,0,0,0,9.34,0.97,0
