time,P,G(i),H_sun,T2m,WS10m,Int
20231112:0010,0,0,0,9.69,0.55,0
20231112:0110,0,0,0,9.22,0.9,0
20231112:0210,0,0,0,6.57,1.52,0
20231112:0310,0,0,0,7.16,2,0
20231112:0410,0,0,0,7.48,2.07,0
20231112:0510,0,0,0,7.38,2.21,0
20231112:0610,0,4.37,2.84,7.51,2.14,0
20231112:0710,32425,27.35,11.84,8.64,2.07,0
20231112:0810,522725,254.57,19.42,10.42,1.86,0
20231112:0910,594525,289.32,25.01,11.61,2.14,0
20231112:1010,183100,102.76,28.03,12.58,2.41,0
20231112:1110,54375,39.78,28.09,12.99,2.34,0
20231112:1210,42025,33.15,25.17,12.97,2.14,0
20231112:1310,101825,63.81,19.66,12.57,1.72,0
20231112:1410,21900,21.55,12.14,12.08,1.72,0
20231112:1510,148075,83.48,3.18,11.62,2.48,0
20231112:1610,0,0,0,11.12,3.1,0
20231112:1710,0,0,0,10.69,3.1,0
20231112:1810,0,0,0,10.27,2.83,0
20231112:1910,0,0,0,9.98,2.07,0
20231112:2010,0,0,0,9.91,1.86,0
20231112:2110,0,0,0,9.92,1.72,0
20231112:2210,0,0,0,9.74,1.72,0
20231112:2310,0,0,0,9.31,1.24,0
20231113:0010,0,0,0,8.41,1.38,0
20231113:0110,0,0,0,8.06,1.45,0
20231113:0210,0,0,0,8.27,1.31,0
20231113:0310,0,0,0,7.72,1.45,0
20231113:0410,0,0,0,7.53,1.45,0
20231113:0510,0,0,0,7.43,1.59,0
20231113:0610,5175,10.2,2.61,7.25,1.66,0
20231113:0710,878375,416,11.59,9.88,1.52,0
20231113:0810,1457350,720.31,19.16,13.04,1.1,0
20231113:0910,937075,459.33,24.74,14.3,0.83,0
20231113:1010,411975,211.12,27.76,15.32,1.1,0
20231113:1110,1815350,920.04,27.82,15.82,2.07,0
20231113:1210,928250,453.29,24.92,16.06,2.28,0
20231113:1310,965475,472.05,19.44,16.03,1.72,0
20231113:1410,364525,186.69,11.94,15.94,1.66,0
20231113:1510,3550,9.12,3,15.48,1.31,0
20231113:1610,0,0,0,14.22,1.1,0
20231113:1710,0,0,0,13.86,1.03,0
20231113:1810,0,0,0,12.49,1.66,0
20231113:1910,0,0,0,14.24,2.28,0
20231113:2010,0,0,0,14.43,2.55,0
20231113:2110,0,0,0,14.62,2.76,0
20231113:2210,0,0,0,14.66,3.03,0
20231113:2310,0,0,0,14.81,3.31,0
20231114:0010,0,0,0,14.97,3.38,0
20231114:0110,0,0,0,15.03,3.31,0
20231114:0210,0,0,0,14.84,3.31,0
20231114:0310,0,0,0,14.84,3.38,0
20231114:0410,0,0,0,14.82,3.59,0
20231114:0510,0,0,0,14.81,3.66,0
20231114:0610,0,2.19,2.38,14.65,4,0
20231114:0710,271875,143,11.36,15.39,4.9,0
20231114:0810,404300,204.61,18.91,15.91,5.03,0
20231114:0910,268350,143.88,24.48,16.35,4.83,0
20231114:1010,313575,165.07,27.49,16.6,5.31,0
20231114:1110,465750,234.78,27.57,16.66,4.97,0
20231114:1210,126725,77.07,24.68,16.84,5.24,0
20231114:1310,244075,132.42,19.22,16.89,5.03,0
20231114:1410,57950,42.27,11.75,16.97,4.62,0
20231114:1510,0,1.66,2.84,16.73,4.55,0
20231114:1610,0,0,0,16.56,4.83,0
20231114:1710,0,0,0,16.57,5.38,0
20231114:1810,0,0,0,16.67,5.79,0
20231114:1910,0,0,0,16.4,6.48,0
20231114:2010,0,0,0,16.51,6.48,0
20231114:2110,0,0,0,16.63,6.48,0
20231114:2210,0,0,0,16.81,6.07,0
20231114:2310,0,0,0,16.94,5.59,0
20231115:0010,0,0,0,17.06,5.17,0
20231115:0110,0,0,0,17.06,4.41,0
20231115:0210,0,0,0,17.13,3.72,0
20231115:0310,0,0,0,17.03,3.17,0
20231115:0410,0,0,0,17.15,3.03,0
20231115:0510,0,0,0,17.12,2.55,0
20231115:0610,775,6.56,2.16,16.87,2.69,0
20231115:0710,149900,87.43,11.12,16.47,3.03,0
20231115:0810,1113975,544.88,18.66,16.7,2.28,0
20231115:0910,677875,334.08,24.22,16.92,2.9,0
20231115:1010,1784775,898.22,27.23,17.25,2.9,0
20231115:1110,320675,169.54,27.31,17.68,3.45,0
20231115:1210,581775,289.64,24.45,17.87,3.86,0
20231115:1310,190450,107.83,19.01,17.4,3.86,0
20231115:1410,1030750,498.98,11.57,17.39,3.59,0
20231115:1510,77675,51.24,2.67,16.93,3.1,0
20231115:1610,0,0,0,16.04,3.24,0
20231115:1710,0,0,0,15.22,3.17,0
20231115:1810,0,0,0,14.39,3.03,0
20231115:1910,0,0,0,13.27,2.69,0
20231115:2010,0,0,0,12.44,2.55,0
20231115:2110,0,0,0,11.54,2.48,0
20231115:2210,0,0,0,10.66,2.48,0
20231115:2310,0,0,0,9.76,2.41,0
20231116:0010,0,0,0,8.91,2.34,0
20231116:0110,0,0,0,8.27,2.48,0
20231116:0210,0,0,0,7.86,2.62,0
20231116:0310,0,0,0,7.5,2.83,0
20231116:0410,0,0,0,7.31,2.83,0
20231116:0510,0,0,0,7.28,2.69,0
20231116:0610,225,5.83,1.94,7.25,2.55,0
20231116:0710,1141600,534.41,10.88,8.49,2.41,0
20231116:0810,1549250,750.16,18.41,10.98,2.14,0
20231116:0910,1718125,856.26,23.96,14.04,2.07,0
20231116:1010,1793275,897.96,26.97,15.77,2.76,0
20231116:1110,1892050,945.35,27.06,16.49,3.66,0
20231116:1210,946775,458.93,24.22,16.63,4,0
20231116:1310,729050,354.86,18.81,16.56,4,0
20231116:1410,1076225,517.96,11.39,16.05,3.59,0
20231116:1510,38500,30.72,2.51,15.13,3.72,0
20231116:1610,0,0,0,14.29,3.86,0
20231116:1710,0,0,0,13.86,4.07,0
20231116:1810,0,0,0,13.58,4.34,0
20231116:1910,0,0,0,14.44,5.24,0
20231116:2010,0,0,0,14.52,5.31,0
20231116:2110,0,0,0,14.62,5.45,0
20231116:2210,0,0,0,14.85,5.52,0
20231116:2310,0,0,0,14.85,4.97,0
20231117:0010,0,0,0,15.02,4.34,0
20231117:0110,0,0,0,15.36,3.86,0
20231117:0210,0,0,0,15.46,3.52,0
20231117:0310,0,0,0,15.35,3.52,0
20231117:0410,0,0,0,15.3,3.72,0
20231117:0510,0,0,0,14.39,4.21,0
20231117:0610,0,0.73,1.72,14.44,3.66,0
20231117:0710,957775,456.52,10.65,13.79,3.24,0
20231117:0810,639750,309.33,18.17,13.96,4.34,0
20231117:0910,1780625,871.08,23.71,14.37,3.93,0
20231117:1010,1890200,921.35,26.72,13.84,4.62,0
20231117:1110,1778300,868.12,26.82,14.18,4.14,0
20231117:1210,1793475,874.53,24,14.64,4.48,0
20231117:1310,1547425,742.68,18.61,14.23,4.76,0
20231117:1410,6725,11.6,11.21,13.64,5.31,0
20231117:1510,181300,98.21,2.36,11.91,6.21,0
20231117:1610,0,0,0,10.79,5.79,0
20231117:1710,0,0,0,10.26,5.86,0
20231117:1810,0,0,0,9.76,5.72,0
20231117:1910,0,0,0,10.3,5.72,0
20231117:2010,0,0,0,9.9,5.38,0
20231117:2110,0,0,0,9.48,4.9,0
20231117:2210,0,0,0,9.05,4.69,0
20231117:2310,0,0,0,8.66,4.69,0
20231118:0010,0,0,0,8.3,4.69,0
20231118:0110,0,0,0,7.98,4.62,0
20231118:0210,0,0,0,7.68,4.55,0
20231118:0310,0,0,0,7.37,4.48,0
20231118:0410,0,0,0,7.1,4.34,0
20231118:0510,0,0,0,6.87,4.21,0
20231118:0610,0,4.37,1.5,6.65,4,0
20231118:0710,1174400,540.69,10.43,6.52,3.52,0
20231118:0810,1743950,827.57,17.93,7.83,3.31,0
20231118:0910,1834950,880.23,23.46,9.42,3.66,0
20231118:1010,1978050,960.48,26.47,10.64,3.86,0
20231118:1110,2007750,978.75,26.59,11.53,4.07,0
20231118:1210,1899175,923.54,23.78,12.12,4,0
20231118:1310,1313900,626.05,18.42,12.39,3.59,0
20231118:1410,1390600,664.1,11.05,12.3,3.17,0
20231118:1510,3675,9.12,2.22,11.61,2.76,0
20231118:1610,0,0,0,10.6,2.9,0
20231118:1710,0,0,0,9.67,2.69,0
20231118:1810,0,0,0,8.75,2.55,0
20231118:1910,0,0,0,8.04,2.48,0
20231118:2010,0,0,0,7.41,2.62,0
20231118:2110,0,0,0,6.97,2.69,0
20231118:2210,0,0,0,6.54,2.76,0
20231118:2310,0,0,0,6.22,2.97,0
20231119:0010,0,0,0,5.98,3.03,0
20231119:0110,0,0,0,5.66,2.97,0
20231119:0210,0,0,0,5.3,2.69,0
20231119:0310,0,0,0,4.96,2.48,0
20231119:0410,0,0,0,4.81,2.41,0
20231119:0510,0,0,0,4.7,2.28,0
20231119:0610,0,0,0,4.67,2,0
20231119:0710,518950,245.92,10.2,5.75,1.79,0
20231119:0810,1028400,484.91,17.69,8.15,1.52,0
20231119:0910,1568700,770.49,23.22,10.64,1.24,0
20231119:1010,1528300,758.27,26.23,12.36,1.1,0
20231119:1110,1784200,907.25,26.36,13.18,1.03,0
20231119:1210,1680850,849.26,23.57,13.64,1.03,0
20231119:1310,499700,248.4,18.23,13.87,1.17,0
20231119:1410,751600,364.22,10.89,13.81,1.17,0
20231119:1510,0,4.97,2.08,13.3,0.97,0
20231119:1610,0,0,0,12.15,0.97,0
20231119:1710,0,0,0,10.65,1.24,0
20231119:1810,0,0,0,9.42,1.52,0
20231119:1910,0,0,0,9.28,1.52,0
20231119:2010,0,0,0,8.52,1.59,0
20231119:2110,0,0,0,8.09,1.66,0
20231119:2210,0,0,0,8,1.66,0
20231119:2310,0,0,0,7.94,1.59,0
20231120:0010,0,0,0,7.87,1.59,0
20231120:0110,0,0,0,7.66,1.52,0
20231120:0210,0,0,0,7.95,1.59,0
20231120:0310,0,0,0,8.38,1.72,0
20231120:0410,0,0,0,9.3,1.79,0
20231120:0510,0,0,0,10.02,1.93,0
20231120:0610,0,0,0,10.42,2.07,0
20231120:0710,31825,27.35,9.98,11.92,2.21,0
20231120:0810,206650,113.35,17.46,12.91,2.41,0
20231120:0910,148850,87.02,22.98,14.04,2.69,0
20231120:1010,94175,60.5,26,14.77,2.97,0
20231120:1110,336900,175.17,26.13,15.36,3.59,0
20231120:1210,548800,271.43,23.37,15.5,3.72,0
20231120:1310,20175,20.72,18.06,15.23,3.45,0
20231120:1410,20200,20.72,10.73,14.95,3.38,0
20231120:1510,0,0.83,1.94,14.48,3.31,0
20231120:1610,0,0,0,14.03,3.38,0
20231120:1710,0,0,0,13.7,3.52,0
20231120:1810,0,0,0,13.63,3.66,0
20231120:1910,0,0,0,13.75,4.07,0
20231120:2010,0,0,0,13.71,4.34,0
20231120:2110,0,0,0,13.59,4.69,0
20231120:2210,0,0,0,13.39,4.83,0
20231120:2310,0,0,0,13.37,5.03,0
20231121:0010,0,0,0,13.28,5.17,0
20231121:0110,0,0,0,13.22,5.17,0
20231121:0210,0,0,0,13.09,5.03,0
20231121:0310,0,0,0,13.15,4.83,0
20231121:0410,0,0,0,13.05,4.69,0
20231121:0510,0,0,0,13.12,4.69,0
20231121:0610,0,0,0,13.03,4.14,0
20231121:0710,11425,14.92,9.76,12.84,3.79,0
20231121:0810,25950,24.03,17.23,13.06,3.45,0
20231121:0910,60650,43.09,22.75,13.21,3.72,0
20231121:1010,108325,67.13,25.77,13.45,4.14,0
20231121:1110,232575,126.21,25.91,13.64,3.45,0
20231121:1210,86300,56.35,23.17,13.72,1.79,0
20231121:1310,66850,46.41,17.88,13.48,1.52,0
20231121:1410,37675,30.66,10.58,12.43,4,0
20231121:1510,0,1.66,1.82,10.88,5.52,0
20231121:1610,0,0,0,9.84,5.59,0
20231121:1710,0,0,0,9.34,5.52,0
20231121:1810,0,0,0,8.91,5.59,0
20231121:1910,0,0,0,9.88,5.59,0
20231121:2010,0,0,0,9.58,5.79,0
20231121:2110,0,0,0,9.36,6.07,0
20231121:2210,0,0,0,9.21,6.21,0
20231121:2310,0,0,0,9.15,6.76,0
20231122:0010,0,0,0,8.9,7.52,0
20231122:0110,0,0,0,8.93,7.93,0
20231122:0210,0,0,0,9.02,8.34,0
20231122:0310,0,0,0,9,8.69,0
20231122:0410,0,0,0,8.94,8.9,0
20231122:0510,0,0,0,9.12,9.03,0
20231122:0610,0,0,0,9.28,9.17,0
20231122:0710,28075,24.86,9.54,8.58,8.62,0
20231122:0810,688550,320.57,17.01,8.52,8.55,0
20231122:0910,401975,197.41,22.52,8.79,8.41,0
20231122:1010,316175,160.72,25.54,9.47,8.55,0
20231122:1110,318825,162.28,25.7,9.97,8.28,0
20231122:1210,237625,126.04,22.98,10.18,7.72,0
20231122:1310,68150,46.41,17.72,10.35,7.45,0
20231122:1410,5800,10.77,10.44,10.15,7.59,0
20231122:1510,0,2.49,1.69,10.12,8.62,0
20231122:1610,0,0,0,10.2,8.48,0
20231122:1710,0,0,0,10.18,8.62,0
20231122:1810,0,0,0,10.11,8.76,0
20231122:1910,0,0,0,9.95,8.76,0
20231122:2010,0,0,0,9.99,8.76,0
20231122:2110,0,0,0,9.91,8.55,0
20231122:2210,0,0,0,9.55,8.21,0
20231122:2310,0,0,0,9.15,7.93,0
20231123:0010,0,0,0,8.88,7.79,0
20231123:0110,0,0,0,8.51,7.72,0
20231123:0210,0,0,0,8.12,7.45,0
20231123:0310,0,0,0,7.86,6.97,0
20231123:0410,0,0,0,7.55,6.55,0
20231123:0510,0,0,0,7.22,6.21,0
20231123:0610,0,0,0,6.97,5.72,0
20231123:0710,1017150,465.65,9.33,7.64,5.59,0
20231123:0810,1573875,730.21,16.79,8.37,5.52,0
20231123:0910,1834450,865.03,22.3,9.32,5.38,0
20231123:1010,1890450,902.16,25.32,10.29,4.9,0
20231123:1110,1900075,919.22,25.5,11.18,4,0
20231123:1210,1780525,863.85,22.8,12.01,3.52,0
20231123:1310,1630175,788.11,17.56,12.5,3.24,0
20231123:1410,1039000,494.63,10.31,12.53,2.48,0
20231123:1510,0,3.31,1.58,11.9,2,0
20231123:1610,0,0,0,10.79,1.86,0
20231123:1710,0,0,0,9.88,1.86,0
20231123:1810,0,0,0,9.36,1.93,0
20231123:1910,0,0,0,9.16,1.59,0
20231123:2010,0,0,0,8.85,1.45,0
20231123:2110,0,0,0,8.94,1.52,0
20231123:2210,0,0,0,8.5,1.52,0
20231123:2310,0,0,0,8.25,1.45,0
20231124:0010,0,0,0,8.06,1.38,0
20231124:0110,0,0,0,8.16,1.24,0
20231124:0210,0,0,0,8.66,1.17,0
20231124:0310,0,0,0,8.84,1.24,0
20231124:0410,0,0,0,8.78,1.24,0
20231124:0510,0,0,0,8.93,1.17,0
20231124:0610,0,0,0,9.36,1.03,0
20231124:0710,397925,198.34,9.12,11.22,0.34,0
20231124:0810,37675,30.66,16.57,12.01,0.28,0
20231124:0910,149075,87.02,22.08,13.03,0.55,0
20231124:1010,123175,74.59,25.11,13.5,0.97,0
20231124:1110,111150,68.79,25.3,14.01,1.86,0
20231124:1210,44750,34.81,22.62,14.32,2.21,0
20231124:1310,60275,43.09,17.4,14.24,2,0
20231124:1410,27200,24.86,10.18,13.89,1.52,0
20231124:1510,0,0.83,1.47,13.41,1.31,0
20231124:1610,0,0,0,12.27,0.97,0
20231124:1710,0,0,0,12.76,0.55,0
20231124:1810,0,0,0,12.03,0.28,0
20231124:1910,0,0,0,10.73,0.97,0
20231124:2010,0,0,0,10.44,1.66,0
20231124:2110,0,0,0,10.19,1.72,0
20231124:2210,0,0,0,10.18,2,0
20231124:2310,0,0,0,9.95,2.55,0
20231125:0010,0,0,0,9.69,4.41,0
20231125:0110,0,0,0,8.43,6,0
20231125:0210,0,0,0,7.4,7.31,0
20231125:0310,0,0,0,6.88,8,0
20231125:0410,0,0,0,6.81,7.79,0
20231125:0510,0,0,0,6.91,7.31,0
20231125:0610,0,0,0,6.85,7.17,0
20231125:0710,751300,344.84,8.92,6.85,6.69,0
20231125:0810,490425,233.76,16.36,7.2,6.41,0
20231125:0910,799075,370.16,21.87,7.69,6.69,0
20231125:1010,1137800,523.09,24.9,8.06,6.97,0
20231125:1110,2100550,983.08,25.1,8.27,7.38,0
20231125:1210,1850275,856.62,22.45,8.04,7.52,0
20231125:1310,219800,116.17,17.26,7.3,7.93,0
20231125:1410,739600,338.89,10.05,6.57,7.79,0
20231125:1510,0,0,0,5.66,7.45,0
20231125:1610,0,0,0,4.97,7.79,0
20231125:1710,0,0,0,4.68,7.66,0
20231125:1810,0,0,0,4.49,7.31,0
20231125:1910,0,0,0,4.29,7.24,0
20231125:2010,0,0,0,4.16,6.55,0
20231125:2110,0,0,0,3.99,5.86,0
20231125:2210,0,0,0,3.8,4.9,0
20231125:2310,0,0,0,3.55,4.21,0
20231126:0010,0,0,0,3.41,4.14,0
20231126:0110,0,0,0,3.41,3.93,0
20231126:0210,0,0,0,3.2,3.31,0
20231126:0310,0,0,0,2.72,2.69,0
20231126:0410,0,0,0,2.26,2.48,0
20231126:0510,0,0,0,2.08,2.41,0
20231126:0610,0,0,0,2.06,2.34,0
20231126:0710,1230825,562.96,8.72,3.38,2.41,0
20231126:0810,1636975,772.46,16.16,4.79,2,0
20231126:0910,1817075,889.65,21.66,6.8,1.24,0
20231126:1010,1891300,947.04,24.7,8.2,0.9,0
20231126:1110,1919850,949.42,24.92,9.05,1.79,0
20231126:1210,1877725,909.41,22.28,9.29,2.97,0
20231126:1310,1669650,792.83,17.12,9.2,3.59,0
20231126:1410,1245725,579.64,9.94,8.62,3.59,0
20231126:1510,0,0,0,7.6,3.1,0
20231126:1610,0,0,0,6.46,2.28,0
20231126:1710,0,0,0,4.87,1.45,0
20231126:1810,0,0,0,4.54,1.1,0
20231126:1910,0,0,0,4.18,1.45,0
20231126:2010,0,0,0,3.81,1.24,0
20231126:2110,0,0,0,3.53,1.17,0
20231126:2210,0,0,0,3.06,1.24,0
20231126:2310,0,0,0,2.44,1.45,0
20231127:0010,0,0,0,1.87,1.72,0
20231127:0110,0,0,0,2,1.86,0
20231127:0210,0,0,0,2.51,2.07,0
20231127:0310,0,0,0,2.9,2.07,0
20231127:0410,0,0,0,2.95,2.07,0
20231127:0510,0,0,0,3.58,2.28,0
20231127:0610,0,0,0,4.52,2.62,0
20231127:0710,815150,373.7,8.52,5.16,3.38,0
20231127:0810,1366425,634.24,15.95,6.48,3.24,0
20231127:0910,90575,57.18,21.46,8.18,3.79,0
20231127:1010,1396425,654.27,24.5,9.16,4.34,0
20231127:1110,666425,316.8,24.74,9.86,4.69,0
20231127:1210,1532800,721.92,22.13,10.4,4.9,0
20231127:1310,931025,435.47,16.99,10.48,4.83,0
20231127:1410,737725,346.16,9.83,10.24,4.48,0
20231127:1510,0,0,0,9.67,4.55,0
20231127:1610,0,0,0,9.18,4.76,0
20231127:1710,0,0,0,8.98,4.9,0
20231127:1810,0,0,0,9.23,4.97,0
20231127:1910,0,0,0,9.52,4.97,0
20231127:2010,0,0,0,9.75,4.55,0
20231127:2110,0,0,0,9.63,4.34,0
20231127:2210,0,0,0,9.59,4.21,0
20231127:2310,0,0,0,9.6,3.93,0
20231128:0010,0,0,0,9.94,4.07,0
20231128:0110,0,0,0,10.35,4.14,0
20231128:0210,0,0,0,10.64,4.34,0
20231128:0310,0,0,0,10.75,4.28,0
20231128:0410,0,0,0,10.61,3.45,0
20231128:0510,0,0,0,10.57,3.52,0
20231128:0610,0,0,0,10.55,4.28,0
20231128:0710,142325,81.37,8.33,10.81,6.76,0
20231128:0810,52050,38.12,15.76,10.36,6.69,0
20231128:0910,44250,33.98,21.26,10.19,5.1,0
20231128:1010,76325,50.55,24.32,10.2,3.93,0
20231128:1110,1491575,711.45,24.56,10.72,3.38,0
20231128:1210,213225,115.74,21.97,10.93,3.45,0
20231128:1310,17975,19.06,16.86,10.94,3.86,0
20231128:1410,74575,49.55,9.73,10.62,3.72,0
20231128:1510,0,0,0,10.07,3.59,0
20231128:1610,0,0,0,9.38,3.1,0
20231128:1710,0,0,0,8.95,2.62,0
20231128:1810,0,0,0,8.53,2.28,0
20231128:1910,0,0,0,7.93,1.72,0
20231128:2010,0,0,0,7.19,1.17,0
20231128:2110,0,0,0,6.75,0.83,0
20231128:2210,0,0,0,6.38,0.83,0
20231128:2310,0,0,0,5.98,1.03,0
20231129:0010,0,0,0,5.35,1.45,0
20231129:0110,0,0,0,5.44,2.07,0
20231129:0210,0,0,0,6.02,3.03,0
20231129:0310,0,0,0,6.12,4.28,0
20231129:0410,0,0,0,6.06,5.38,0
20231129:0510,0,0,0,5.72,5.72,0
20231129:0610,0,0,0,5.3,5.66,0
20231129:0710,549775,256.76,8.14,5.68,4.76,0
20231129:0810,521300,247.13,15.57,6.48,4.28,0
20231129:0910,1781800,835.91,21.07,7.5,4.62,0
20231129:1010,573500,273.75,24.13,8.35,4.41,0
20231129:1110,485575,236.1,24.4,9.12,4,0
20231129:1210,556825,268.26,21.83,9.72,3.38,0
20231129:1310,806800,381.25,16.74,9.99,2.76,0
20231129:1410,1023575,482.18,9.63,9.86,2.14,0
20231129:1510,0,0,0,9.17,1.72,0
20231129:1610,0,0,0,7.49,1.45,0
20231129:1710,0,0,0,6.15,1.45,0
20231129:1810,0,0,0,5.05,1.59,0
20231129:1910,0,0,0,6.19,2.14,0
20231129:2010,0,0,0,6.36,2.14,0
20231129:2110,0,0,0,6.4,2.14,0
20231129:2210,0,0,0,6.39,2.07,0
20231129:2310,0,0,0,7.44,2.48,0
20231130:0010,0,0,0,7.49,2.69,0
20231130:0110,0,0,0,7.79,2.97,0
20231130:0210,0,0,0,8.02,3.24,0
20231130:0310,0,0,0,8.07,3.52,0
20231130:0410,0,0,0,8.37,3.72,0
20231130:0510,0,0,0,8.92,4,0
20231130:0610,0,0,0,9.62,4.34,0
20231130:0710,278200,142.18,7.96,10.34,5.03,0
20231130:0810,397525,197.06,15.38,11.51,5.59,0
20231130:0910,303475,156.83,20.88,12.46,6.14,0
20231130:1010,213325,116.46,23.96,12.79,6.83,0
20231130:1110,90100,58.01,24.24,13.23,7.1,0
20231130:1210,88175,57.18,21.69,13.85,7.52,0
20231130:1310,94700,60.5,16.63,14.17,7.86,0
20231130:1410,49400,37.29,9.54,14.44,8.14,0
20231130:1510,0,0,0,14.58,7.52,0
20231130:1610,0,0,0,14.9,6.9,0
20231130:1710,0,0,0,15.2,6.14,0
20231130:1810,0,0,0,15.66,5.66,0
20231130:1910,0,0,0,15.78,6.28,0
20231130:2010,0,0,0,16.08,5.79,0
20231130:2110,0,0,0,16.24,5.52,0
20231130:2210,0,0,0,16.34,5.52,0
20231130:2310,0,0,0,16.32,5.38,0
20231201:0010,0,0,0,16.04,5.24,0
20231201:0110,0,0,0,15.83,4.76,0
20231201:0210,0,0,0,15.81,4.62,0
20231201:0310,0,0,0,15.83,4.76,0
20231201:0410,0,0,0,15.87,5.17,0
20231201:0510,0,0,0,15.88,5.17,0
20231201:0610,0,0,0,15.72,5.24,0
20231201:0710,58100,41.9,7.78,15.82,5.86,0
20231201:0810,77250,52.21,15.2,16.35,5.93,0
20231201:0910,189275,106.93,20.71,16.75,5.86,0
20231201:1010,123175,75.42,23.79,17.22,6.21,0
20231201:1110,81625,54.7,24.09,17.55,6.41,0
20231201:1210,101125,64.64,21.56,17.8,6.28,0
20231201:1310,102775,65.47,16.52,17.84,6.34,0
20231201:1410,14750,17.4,9.46,17.65,6.76,0
20231201:1510,0,0,0,17.21,6.83,0
20231201:1610,0,0,0,17.02,6.83,0
20231201:1710,0,0,0,16.8,6.9,0
20231201:1810,0,0,0,16.58,6.83,0
20231201:1910,0,0,0,16.91,7.38,0
20231201:2010,0,0,0,16.71,7.52,0
20231201:2110,0,0,0,16.61,7.72,0
20231201:2210,0,0,0,16.7,8,0
20231201:2310,0,0,0,16.65,8.07,0
20231202:0010,0,0,0,16.49,8.14,0
20231202:0110,0,0,0,16.42,8.28,0
20231202:0210,0,0,0,16.41,8.55,0
20231202:0310,0,0,0,16.39,8.76,0
20231202:0410,0,0,0,16.29,8.62,0
20231202:0510,0,0,0,16.27,8.41,0
20231202:0610,0,0,0,16.25,8.28,0
20231202:0710,58400,42.1,7.6,16.3,8.76,0
20231202:0810,155750,90.47,15.02,16.49,8.69,0
20231202:0910,82050,54.7,20.53,16.66,8.69,0
20231202:1010,39775,32.32,23.62,16.84,8.69,0
20231202:1110,33950,29.01,23.94,16.59,8.34,0
20231202:1210,28225,25.69,21.44,16.67,7.45,0
20231202:1310,1517900,727.19,16.42,16.44,6.62,0
20231202:1410,1068100,505.95,9.38,16.01,6.83,0
20231202:1510,0,0,0,15.02,5.72,0
20231202:1610,0,0,0,14.26,5.45,0
20231202:1710,0,0,0,13.55,4.97,0
20231202:1810,0,0,0,13.07,4.34,0
20231202:1910,0,0,0,12.57,4.41,0
20231202:2010,0,0,0,11.84,3.38,0
20231202:2110,0,0,0,10.91,2.55,0
20231202:2210,0,0,0,10.27,1.45,0
20231202:2310,0,0,0,9.42,1.45,0
20231203:0010,0,0,0,9.08,2.76,0
20231203:0110,0,0,0,8.24,3.66,0
20231203:0210,0,0,0,6.68,5.17,0
20231203:0310,0,0,0,5.38,6.21,0
20231203:0410,0,0,0,4.82,6.41,0
20231203:0510,0,0,0,4.29,6.55,0
20231203:0610,0,0,0,4.02,6.76,0
20231203:0710,1182200,532.41,7.43,4.97,6.28,0
20231203:0810,1305700,590.54,14.85,5.19,6.55,0
20231203:0910,1820100,836.28,20.37,5.6,6.41,0
20231203:1010,1080800,493.48,23.47,6,6.14,0
20231203:1110,1978825,918.8,23.8,6.45,6.41,0
20231203:1210,1914275,889.71,21.32,6.8,6.07,0
20231203:1310,1716600,792.87,16.33,6.88,5.79,0
20231203:1410,1226775,558.64,9.31,6.46,5.52,0
20231203:1510,0,0,0,5.68,5.1,0
20231203:1610,0,0,0,4.76,5.24,0
20231203:1710,0,0,0,4.02,5.31,0
20231203:1810,0,0,0,3.49,5.17,0
20231203:1910,0,0,0,3.49,5.24,0
20231203:2010,0,0,0,3.1,5.24,0
20231203:2110,0,0,0,2.79,5.03,0
20231203:2210,0,0,0,2.52,4.83,0
20231203:2310,0,0,0,2.25,4.48,0
20231204:0010,0,0,0,1.98,4.14,0
20231204:0110,0,0,0,1.7,3.86,0
20231204:0210,0,0,0,1.49,3.66,0
20231204:0310,0,0,0,1.31,3.52,0
20231204:0410,0,0,0,1.17,3.38,0
20231204:0510,0,0,0,1.05,3.03,0
20231204:0610,0,0,0,0.94,2.55,0
20231204:0710,949575,427.67,7.27,0.82,2.34,0
20231204:0810,1581825,733.39,14.68,2.02,2,0
20231204:0910,1641150,777.99,20.2,3.75,1.45,0
20231204:1010,1667000,806.23,23.32,5.38,0.97,0
20231204:1110,1774850,871.37,23.67,6.67,0.97,0
20231204:1210,1814550,888.09,21.22,7.55,1.45,0
20231204:1310,1101575,519.25,16.24,7.84,1.52,0
20231204:1410,224250,117.88,9.25,7.69,1.1,0
20231204:1510,0,0,0,7.57,0.28,0
20231204:1610,0,0,0,6.54,0.76,0
20231204:1710,0,0,0,5.28,1.1,0
20231204:1810,0,0,0,5.06,1.38,0
20231204:1910,0,0,0,5.77,1.66,0
20231204:2010,0,0,0,6.26,2.07,0
20231204:2110,0,0,0,6.34,2.28,0
20231204:2210,0,0,0,6.34,2.41,0
20231204:2310,0,0,0,6.39,2.48,0
20231205:0010,0,0,0,6.52,2.69,0
20231205:0110,0,0,0,6.73,3.1,0
20231205:0210,0,0,0,7.01,3.59,0
20231205:0310,0,0,0,7.26,4.07,0
20231205:0410,0,0,0,7.42,4.62,0
20231205:0510,0,0,0,7.41,4.9,0
20231205:0610,0,0,0,7.65,4.9,0
20231205:0710,975,6.63,7.1,8.78,5.24,0
20231205:0810,29350,25.69,14.52,9.67,5.52,0
20231205:0910,48900,36.46,20.05,10.28,5.52,0
